Subpartida Arancelaria,Descripción Arancelaria,CIIU Rev. 4 A.C (2021),División,Grupo,Clase,Descripción
3814009000,"Los demás disolventes o diluyentes orgánicos compuestos, no expresados ni comprendidos en otras partidas; preparaciones para quitar pinturas o barnices",2022.0,,,2022.0,"Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas"
3815110000,"Catalizadores sobre soporte, con níquel o sus compuestos como sustancia activa",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3815120000,"Catalizadores sobre soporte, con metales preciosos o sus compuestos como sustancia activa",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3815190000,Los demás catalizadores sobre soporte,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3815190010,Catalizadores sobre soporte con titanio o sus compuestos como sustancia activa,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3815190090,Los demás catalizadores sobre soporte,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3815191000,Catalizadores sobre soporte con titanio o sus compuestos como sustancia activa,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3815199000,Los demás catalizadores sobre soporte,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3815900000,"Los demás iniciadores y aceleradores, de reacción, y preparaciones catalíticas, no expresados ni comprendidos en otras partidas",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3816000000,"Cementos, morteros, hormigones y preparaciones similares, refractarios,  incluido el aglomerado de dolomita, excepto los productos de la partida 38.01",2391.0,,,2391.0,Fabricación de productos refractarios
3817001000,Dodecilbenceno,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3817002000,Mezclas de alquilnaftalenos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3817009000,"Las demás mezclas de alquilbencenos y mezclas de alquilnaftalenos, excepto las de las partidas 2707 ó 29.02",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3817101000,Dodecilbenceno,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3817102000,Tridecilbenceno,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3817109000,Las demás mezclas de alquilbencenos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3817200000,"Mezclas de alquilnaftalenos, excepto las de las partidas 27.07 o 29.02",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3818000000,"Elementos químicos impurificados para uso en electrónica, en discos, plaquitas o formas análogas. compuestos químicos impurificados para uso en electrónica",2429.0,,,2429.0,Industrias básicas de otros metales no ferrosos
3819000000,"Líquidos para frenos hidráulicos y demás líquidos para transmisiones hidráulicas, sin aceites de petróleo ni de mineral bituminoso o con un contenido inferior al 70%, de dichos aceites",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3819000010,Líquidos para frenos hidráulicos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3819000020,"Las demás preparaciones líquidas para transmisiones hidráulicas, sin aceites de petróleo ni de minerales bituminosos o con menos del 70% en peso, de dichos aceites",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3820000000,Preparaciones anticongelantes y líquidos preparados para descongelar,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3821000000,"Medios de cultivo preparados para el desarrollo o mantenimiento de microorganismos (incluidos los virus y organismos similares) o de células vegetales, humanas o animales",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822001000,"Reactivos compuestos de diagnóstico, excepto los de las partidas 30.02 o 30.06",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822001100,"Reactivos compuestos de diagnóstico sobre soporte de papel o cartón, excepto los de las partidas 30.02 o 30.06",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822001900,"Los demás reactivos compuestos de diagnóstico sobre soporte de papel o cartón, excepto los de las partidas 30.02 o 30.06",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822002000,"Reactivos compuestos de laboratorio, excepto los de las partidas 30.02 o 30.06",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822002100,"Reactivos compuestos de laboratorio, excepto los de las partidas 30.02 o 30.06",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822002900,"Los demás reactivos compuestos de laboratorio, excepto los de las partidas 30.02 o 30.06",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822003000,Materiales de referencia certificados,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822009000,"Los demás reactivos de diagnóstico o de laboratorio, sobre cualquier soporte y reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, excepto los de las partidas 30.02 o 30.06",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822110000,"Reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, incluso presentados en kits, para la malaria (paludismo)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822120000,"Reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, incluso presentados en kits, para el Zika y demás enfermedades transmitidas por mosquitos del género Aedes",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822130000,"Reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, incluso presentados en kits, para la determinación de los grupos o de los factores sanguíneos",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822190000,"Los demás reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, incluso presentados en kits, excepto los de la partida 30.06; materiales de referencia certificados",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3822900000,"Los demás reactivos de diagnóstico o de laboratorio sobre cualquier soporte, incluso presentados en kits, excepto los de la partida 30.06; materiales de referencia certificados",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823100010,"Preparaciones aglutinantes para moldes o para núcleos de fundición, a base de productos resinosos naturales",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823100090,Las demás preparaciones aglutinantes para moldes o para núcleos de fundición,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823110000,"Ácido esteárico, de pureza inferior a 85 % ( calculada en relación con el peso del producto seco)",2011.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
3823120000,"Ácido oleico de pureza inferior a 85 %, ( calculada en relación con el peso del producto seco)",2011.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
3823130000,"Ácidos grasos del ""tall oil"", de pureza inferior a 85 % ( calculada en relación con el peso del producto seco)",2011.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
3823190000,"Los demás ácidos grasos monocarboxilicos industriales; aceites ácidos del refinado, de pureza inferior a 85 % ( calculada en relación con el peso del producto seco)",2011.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
3823200000,"Ácidos naftenicos, sus sales insolubles en agua y sus ésteres",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823300000,Carburos metálicos sin aglomerar mezclados entre si o con aglutinantes metálicos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823400000,"Aditivos preparados para cemento, morteros u hormigones",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823500000,"Morteros y hormigones, no refractarios",2395.0,,,2395.0,"Fabricación de artículos de hormigón, cemento y yeso"
3823600000,"Sorbitol, excepto el de la subpartida 29.05.44.00",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823701000,Alcohol laurilico,2011.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
3823702000,Alcohol cetílico,2011.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
3823703000,Alcohol estearilico,2011.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
3823704000,Alcohol oleilico,2011.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
3823709000,Los demás alcoholes grasos industriales,2011.0,,,2011.0,Fabricación de sustancias y productos químicos básicos
3823901010,Sulfonatos de petróleo,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823901020,Aceites de fusel y de dippel,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823901030,Aguas amoniacales y crudo amoniacal,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823901100,Sulfonatos de petróleo,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823901200,Aceites de fusel y de dippel,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823901300,Aguas amoniacales y crudo amoniacal,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823902010,Cloroparafinas,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823902020,Mezclas de polietilenglicoles,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823902100,Cloroparafinas,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823902200,Mezclas de polietilenglicoles de bajo peso molecular,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823903010,Preparaciones desincrustantes,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823903020,Preparaciones enológicas y otras preparaciones para clarificar bebidas fermentadas,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823903100,Preparaciones desincrustantes,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823903200,Preparaciones enológicas; preparaciones para clarificar líquidos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823904000,Conos de fusión para control de temperaturas; cal sodada; gel de sílice coloreada; óxidos de hierro alcalinizados; pastas a base de gelatinas para usos gráficos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823904010,Pastas a base de gelatina para reproducciones gráficas,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823904090,"Los demás conos de fusión para control de temperaturas; cal sodada; sílice gel coloreada, oxido de hierro alcalinizados rodillos entintadores de imprenta y usos similares",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823905000,"Preparaciones de oxido de plomo y plomo metálico (""oxido gris"", ""oxido negro""), para fabricar placas de acumuladores",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823906000,"Preparaciones para fluidos utilizadas en la perforación de pozos (""lodos"")",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823907000,"Preparaciones para concentración de minerales, excepto las que contengan xantatos",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823908000,"Ferritas con adición de aglomerantes, en forma de polvo o gránulos",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823908100,Mezclas que contengan hidrocarburos acíclicos perhalogenados únicamente con flúor y cloro,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823908900,"Las demás mezclas que contengan derivados perhalogenados de hidrocarburos acíclicos, con dos halógenos diferentes por lo menos",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909100,Maneb,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909110,Propineb,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909190,"Maneb, zineb y mancozeb",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909200,Ferritas con aglomerantes en polvo o gránulos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909300,Intercambiadores de iones,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909400,Endurecedores compuestos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909500,"Ácido fosfórico, sin alear, incluso en concentración con contenido inferior o igual al 54% en peso de p205",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909910,Anabólicos; mezcla de óxido de propileno con oxido de etileno; mezcla de sulfato de sodio y cromato de sodio,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909920,"ácido fosfórico, sin aislar, incluso en concentración con contenido inferior o igual al 54% en peso de p2 o 5",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909930,(propilen bis (ditiocarbamato))de zinc,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909940,Anabólicos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909950,"Endurecedores compuestos para resinas, barnices o colas",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909960,Productos para la corrección de clichés o esténciles,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909970,Mezcla de oxido de propileno con oxido de etileno,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909980,Mezcla de sulfato de sodio y cromato de sodio,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3823909990,Los demás productos y preparaciones de la partida 38.23 no expresados ni comprendidos en otras partidas,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824100000,Preparaciones aglutinantes para moldes o núcleos de fundición,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824200000,"Ácidos naftenicos, sus sales insolubles en agua y sus ésteres",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824300000,Carburos metálicos sin aglomerar mezclados entre si o con aglutinantes metálicos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824400000,"Aditivos preparados para cemento, morteros u hormigones",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824500000,"Morteros y hormigones, no refractarios",2395.0,,,2395.0,"Fabricación de artículos de hormigón, cemento y yeso"
3824600000,"Sorbitol, excepto el de la subpartida 29.05.44.00",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824710000,"Mezclas que contengan clorofluorocarburos (CFC), incluso con hidroclorofluorocarburos (HCFC), perfluorocarburos (PFC) o hidrofluorocarburos (HFC)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824720000,"Mezclas que contengan bromoclorodifluorometano, bromotrifluorometano o dibromotetrafluoroetanos",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824730000,Mezclas que contengan hidrobromofluorocarburos (HBFC),2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824740000,"Mezclas que contengan hidroclorofluorocarburos (HCFC), incluso con perfluorocarburos (PFC) o hidrofluorocarburos (HFC), pero que no contengan clorofluorocarburos (CFC)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824750000,Mezclas que contengan tetracloruro de carbono,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824760000,"Mezclas que contengan 1,1,1-tricloroetano (metilcloroformo)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824770000,Mezclas que contengan bromometano (bromuro de metilo) o bromoclorometano,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824780000,"Mezclas que contengan perfluorocarburos (PFC) o hidrofluorocarburos (HFC), pero que no contengan clorofluorocarburos (CFC) o hidroclorofluorocarburos (HCFC)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824790000,"Las demás mezclas que contengan derivados halogenados de metano, etano o propano",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824810000,Mezclas y preparaciones que contengan oxirano (óxido de etileno),2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824820000,"Mezclas y preparaciones que contengan bifenilos policlorados (PCB), terfenilos policlorados (PCT) o bifenilos polibromados (PBB)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824830000,"Mezclas y preparaciones que contengan fosfato de tris(2,3-dibromopropilo)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824840000,"Productos mencionados en la nota 3 de subpartida de este capítulo, que contengan aldrina (ISO), canfecloro (ISO) (toxafeno), clordano (ISO), clordecona (ISO), DDT (ISO) (clofenotano (DCI), 1,1,1-tricloro-2,2-bis(p-clorofenil)etano), dieldrina (ISO, DCI), endosulfán (ISO), endrina (ISO), heptacloro (ISO) o mirex (ISO)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824850000,"Productos mencionados en la nota 3 de subpartida de este capitulo que contengan 1,2,3,4,5,6-hexaclorociclohexano (HCH (ISO)), incluido el lindano (ISO, DCI)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824860000,"Productos mencionados en la nota 3 de subpartida de este capitulo, que contengan pentaclorobenceno (ISO) o hexaclorobenceno (ISO)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824870000,"Productos mencionados en la nota 3 de subpartida de este capitulo que contengan ácido perfluorooctano sulfónico o sus sales, perfluorooctano sulfonamidas o fluoruro de perfluorooctano sulfonilo",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824880000,"Productos mencionados en la nota 3 de subpartida de este capitulo que contengan éteres tetra-, penta-, hexa- hepta- u octabromodifenílicos",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824890000,Productos mencionados en la nota 3 de subpartida de este capitulo que contengan parafinas cloradas de cadena corta,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824901000,Sulfonatos de petróleo,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824901100,Sulfonatos de petróleo,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824901200,Aceites de fusel; aceites de dippel,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824901300,Aguas amoniacales y crudo amoniacal,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824902100,Cloroparafinas,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824902200,Mezclas de polietilenglicoles de bajo peso molecular,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824903100,Preparaciones desincrustantes,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824903200,Preparaciones enológicas; preparaciones para clarificar líquidos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824904000,Conos de fusión para control de temperaturas; cal sodada; gel de sílice coloreada; oxido de hierro alcalinizados; pastas a base de gelatina para usos gráficos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824905000,"Ácidos nafténicos, sus sales insolubles en agua y sus ésteres",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824906000,"Preparaciones para fluidos de perforación de pozos (""lodos"")",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824907000,"Preparaciones para la concentración de minerales, excepto las que contengan xantatos",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824908000,Anabólicos; mezcla de sulfato de sodio y cromato de sodio,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909100,"Maneb, zineb, mancozeb",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909110,Propineb,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909190,"Maneb, zineb, mancozeb",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909200,"Ferritas con aglomerantes, en polvo o gránulos",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909300,Intercambiadores de iones,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909400,"Endurecedores compuestos para resinas, barnices o colas",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909500,"Ácido fosfórico, sin aislar, incluso en concentración con contenido inferior o igual al 54% en peso de P2O5",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909600,Correctores líquidos acondicionados en envases a la venta al por menor,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909700,Propineb,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909800,Preparaciones de óxido de plomo y plomo metálico (“oxido gris”; “óxido negro”) para fabricar placas para acumuladores,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909900,"Los demás productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909910,Anabólicos; mezcla de sulfato de sodio y cromato de sodio,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909920,"Mezcla de trifluoroetano, tetrafluoroetano y pentafluoroetano",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909930,Biodiesel,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824909990,"Los demás productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824910000,"Mezclas y preparaciones constituidas esencialmente de metilfosfonato de (5-etil-2-metil-2-óxido-1,3,2-dioxafosfinan-5-il)metil metilo y metilfosfonato de bis[(5-etil-2-metil-2-óxido-1,3,2-dioxafosfinan-5-il)metilo]",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824920000,Ésteres de poliglicol de ácido metilfosfónico,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824991000,Sulfonatos de petróleo,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824992100,Cloroparafinas,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824992200,Mezclas de polietilenglicoles de bajo peso molecular,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824993100,Preparaciones desincrustantes,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824993200,"Preparaciones enológicas, preparaciones para clarificar líquidos",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824994000,"Conos de fusión ,para control de temperaturas, cal sodada; gel de sílice coloreada; pastas a base de gelatina para usos gráficos",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824995000,"Ácidos naftenicos, sus sales insolubles en agua y sus ésteres",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824996000,Preparaciones para fluidos de perforación de pozos (lodos),2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824997000,Preparaciones para concentración de minerales exceptos los que contengan xantatos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824998000,Anabólicos; mezcla de sulfato de sodio y cromato de sodio,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824999100,"Maneb, zineb, mancozeb",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824999200,Ferritas con aglomerantes en polvo o gránulos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824999300,Intercambiadores de iones,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824999400,Endurecedores compuestos,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824999500,"Ácido fosfórico sin aislar, incluso en concentración con contenido inferior o igual al 54 % en peso de p2o5",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824999600,Correctores líquidos acondicionados en envases para la venta al por menor,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824999700,Propineb,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824999800,"Preparaciones de óxido de plomo y plomo metálico (óxido gris, óxido negro) para fabricar placas para acumuladores",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3824999900,"Las demás preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas(incluidas las mezclas de prod. naturales), no expresados ni comprendidos en otra parte",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3825100000,Desechos municipales,3811.0,,,3811.0,Recolección de desechos no peligrosos
3825200000,Lodos de depuración,3700.0,,370.0,3700.0,Evacuación y tratamiento de aguas residuales
3825300000,Desechos clínicos,8610.0,,861.0,8610.0,"Actividades de hospitales y clínicas, con internación"
3825410000,Desechos halogenados (de disolventes orgánicos),3812.0,,,3812.0,Recolección de desechos peligrosos
3825490000,Los demás desechos de disolventes orgánicos,3812.0,,,3812.0,Recolección de desechos peligrosos
3825500000,"Desechos de soluciones decapantes, fluidos hidráulicos, líquidos para frenos y líquidos anticongelantes",1921.0,,,1921.0,Fabricación de productos de la refinación del petróleo
3825610000,"Los demás desechos de la industria química o de las industrias conexas, que contengan principalmente componentes orgánicos",1921.0,,,1921.0,Fabricación de productos de la refinación del petróleo
3825690000,"Los demás desechos de la industria química o de las industrias conexas, que no contengan componentes orgánicos",1921.0,,,1921.0,Fabricación de productos de la refinación del petróleo
3825900000,"Los demás productos residuales de la industria química o de las industrias conexas, no expresados ni comprendidos en otra parte",3812.0,,,3812.0,Recolección de desechos peligrosos
3826000000,"Biodiesel y sus mezclas, sin aceites de petróleo o de mineral bituminoso o con un contenido inferior al 70% en peso",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827110000,"Mezclas que contengan clorofluorocarburos (CFC), incluso con hidroclorofluorocarburos (HCFC), perfluorocarburos (PFC) o hidrofluorocarburos (HFC)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827120000,Mezclas que contengan hidrobromofluorocarburos (HBFC),2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827130000,Mezclas que contengan tetracloruro de carbono,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827140000,"Mezclas que contengan 1,1,1-tricloroetano (metilcloroformo)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827200000,"Mezclas que contengan bromoclorodifluorometano (halón-1211), bromotrifluorometano (halón-1301) o dibromotetrafluoroetanos (halón-2402)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827310000,Mezclas que contengan sustancias de las subpartidas 2903.41 a 2903.48,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827320000,"Las demás mezclas, que contengan sustancias de las subpartidas 2903.71 a 2903.75",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827390000,"Las demás mezclas que contengan hidroclorofluorocarburos (HCFC), incluso con perfluorocarburos (PFC) o hidrofluorocarburos (HFC), pero que no contengan clorofluorocarburos (CFC)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827400000,Mezclas que contengan bromuro de metilo (bromometano) o bromoclorometano,2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827510000,Mezclas que contengan trifluorometano (HFC-23),2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827590000,"Las demás mezclas que contengan trifluorometano (HFC-23) o perfluorocarburos (PFC), pero que no contengan clorofluorocarburos (CFC) o hidroclorofluorocarburos (HCFC)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827610000,"Mezclas con un contenido de 1,1,1-trifluoroetano (HFC-143a), superior o igual al 15 % en masa",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827620000,"Las demás mezclas, no comprendidas en subpartidas anteriores, con un contenido de pentafluoroetano (HFC-125) superior o igual a 55 % en masa, pero que no contengan derivados fluorados de los hidrocarburos acíclicos no saturados (HFO)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827630000,"Las demás mezclas, no comprendidas en subpartidas anteriores, con un contenido de pentafluoroetano (HFC-125) superior o igual a 40 % en masa",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827640000,"Las demás mezclas, no comprendidas en subpartidas anteriores, con un contenido de 1,1,1,2-tetrafluoroetano (HFC-134a) superior o igual a 30 % en masa, pero que no contengan derivados fluorados de los hidrocarburos acíclicos no saturados (HFO)",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827650000,"Las demás mezclas, no comprendidas en subpartidas anteriores, con un contenido de difluorometano (HFC-32) superior o igual al 20 % en masa y de pentafluoroetano (HFC-125) superior o igual al 20 % en masa",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
3827680000,"Las demás mezclas, no comprendidas en subpartidas anteriores, que contengan sustancias de las subpartidas 2903.41 a 2903.48",2029.0,,,2029.0,Fabricación de otros productos químicos n.c.p.
